city,temp_lo,temp_hi,prcp,date,humidity,wind_speed,rain
City_1243,41,50,0.47,27-05-2003,57,12.3,no
City_1244,40,54,0.89,28-05-2003,30,11,no
City_1245,25,64,0.51,29-05-2003,76,15.7,yes
City_1246,25,41,0.84,30-05-2003,41,5.5,no
City_1247,42,60,0.8,31-05-2003,66,13.1,yes
City_1248,35,45,0.43,01-06-2003,84,5.9,no
City_1249,23,64,0.26,02-06-2003,85,11.8,no
City_1250,49,47,0.43,03-06-2003,79,12.1,no
City_1251,30,63,0.82,04-06-2003,49,2.5,no
City_1252,49,56,0.26,05-06-2003,31,11,no
City_1253,49,29,0.54,06-06-2003,65,0.3,yes
City_1254,49,46,0.81,07-06-2003,44,10.1,no
City_1255,43,61,0.38,08-06-2003,67,14,no
City_1256,42,40,0.65,09-06-2003,51,1.5,no
City_1257,28,36,0.27,10-06-2003,73,18.8,no
City_1258,42,52,0.14,11-06-2003,79,9.2,no
City_1259,22,44,0.79,12-06-2003,61,18.8,yes
City_1260,38,32,0.13,13-06-2003,88,2.2,no
City_1261,27,66,0.3,14-06-2003,49,19,no
City_1262,24,55,0.85,15-06-2003,65,2.3,yes
City_1263,23,37,0.37,16-06-2003,62,9.3,no
City_1264,43,44,0.96,17-06-2003,44,18.8,no
City_1265,25,40,0.97,18-06-2003,79,4.7,yes
City_1266,21,59,0.29,19-06-2003,75,0.8,no
City_1267,39,52,0.08,20-06-2003,32,15.9,no
City_1268,47,42,0.71,21-06-2003,58,12,no
City_1269,30,53,0.47,22-06-2003,76,10.3,no
City_1270,23,62,0.14,23-06-2003,56,0.8,no
City_1271,34,31,0.71,24-06-2003,34,13.1,no
City_1272,25,52,0.07,25-06-2003,88,3.5,no
City_1273,41,37,0.87,26-06-2003,85,18.6,yes
City_1274,36,54,0.17,27-06-2003,60,13.7,no
City_1275,49,48,0.16,28-06-2003,51,14.2,no
City_1276,43,38,0.21,29-06-2003,64,4.7,no
City_1277,25,47,0.95,30-06-2003,83,17.6,yes
City_1278,38,31,0.7,01-07-2003,36,10.8,no
City_1279,49,52,0.8,02-07-2003,35,17.2,no
City_1280,44,33,0.42,03-07-2003,55,5.5,no
City_1281,21,31,0.36,04-07-2003,83,15.1,no
City_1282,34,55,0.26,05-07-2003,30,11.5,no
City_1283,30,44,0.5,06-07-2003,48,1.1,no
City_1284,27,43,0.56,07-07-2003,36,8.2,no
City_1285,45,63,0.64,08-07-2003,65,3.8,yes
City_1286,38,40,0.28,09-07-2003,41,7.2,no
City_1287,32,54,0.94,10-07-2003,49,7.7,no
City_1288,31,62,0.2,11-07-2003,52,9.6,no
City_1289,24,51,0.96,12-07-2003,54,12,no
City_1290,25,59,0.05,13-07-2003,59,11.5,no
City_1291,45,48,0.5,14-07-2003,88,0.9,no
City_1292,41,40,0.36,15-07-2003,58,15,no
City_1293,23,51,0.47,16-07-2003,60,19,no
City_1294,38,32,0.58,17-07-2003,47,7,no
City_1295,39,51,0.45,18-07-2003,70,3.7,no
City_1296,20,29,0.43,19-07-2003,48,10.8,no
City_1297,39,53,0.74,20-07-2003,83,14.1,yes
City_1298,36,30,0.69,21-07-2003,33,13.6,no
City_1299,31,58,0.83,22-07-2003,30,12.3,no
City_1300,34,31,0.28,23-07-2003,70,3,no
City_1301,20,49,0.62,24-07-2003,88,16.8,yes
City_1302,45,53,0.6,25-07-2003,44,8.6,no
City_1303,33,48,0.39,26-07-2003,83,4.5,no
City_1304,25,50,0.5,27-07-2003,37,1.8,no
City_1305,24,49,0.34,28-07-2003,44,8.4,no
City_1306,49,61,0.17,29-07-2003,44,12.4,no
City_1307,30,66,0.24,30-07-2003,79,13.3,no
City_1308,23,43,0.14,31-07-2003,68,19.3,no
City_1309,32,43,0.69,01-08-2003,51,3.1,no
City_1310,30,53,0.67,02-08-2003,47,19.7,no
City_1311,22,49,0.94,03-08-2003,45,13.1,no
City_1312,20,52,0.73,04-08-2003,31,9.1,no
City_1313,25,33,0.09,05-08-2003,65,17.8,no
City_1314,37,34,0.88,06-08-2003,49,13.9,no
City_1315,43,51,0.86,07-08-2003,45,7,no
City_1316,29,32,0.46,08-08-2003,32,17.7,no
City_1317,24,55,0.6,09-08-2003,85,13.4,yes
City_1318,42,46,0.97,10-08-2003,59,14,no
City_1319,29,49,0.55,11-08-2003,84,17.9,yes
City_1320,31,56,0.9,12-08-2003,31,9,no
City_1321,21,63,0.12,13-08-2003,64,13.2,no
City_1322,32,50,0.22,14-08-2003,55,14.9,no
City_1323,27,51,0.46,15-08-2003,86,9.1,no
City_1324,21,31,0.6,16-08-2003,34,1.8,no
City_1325,39,38,0.82,17-08-2003,31,15.5,no
City_1326,20,53,0.98,18-08-2003,80,1.1,yes
City_1327,24,36,0.41,19-08-2003,85,14.4,no
City_1328,28,39,0.09,20-08-2003,49,18.2,no
City_1329,36,33,0.8,21-08-2003,63,7,yes
City_1330,28,65,0.61,22-08-2003,63,2.1,yes
City_1331,30,66,0.23,23-08-2003,83,4.7,no
City_1332,34,57,0.51,24-08-2003,85,11.3,yes
City_1333,43,33,0.75,25-08-2003,84,18.9,yes
City_1334,25,37,0.77,26-08-2003,49,10.3,no
City_1335,42,30,0.51,27-08-2003,79,2.3,yes
City_1336,22,29,0.33,28-08-2003,54,12.6,no
City_1337,49,58,0.97,29-08-2003,49,14.7,no
City_1338,36,39,0.67,30-08-2003,54,7.9,no
City_1339,24,56,0.43,31-08-2003,82,14.5,no
City_1340,49,40,0.31,01-09-2003,43,6.6,no
City_1341,47,67,0.73,02-09-2003,89,15.8,yes
City_1342,31,54,0.27,03-09-2003,76,6.9,no
City_1343,37,41,0.2,04-09-2003,73,5.2,no
City_1344,33,36,0.54,05-09-2003,72,17.6,yes
City_1345,40,56,0.32,06-09-2003,72,11,no
City_1346,43,58,0.64,07-09-2003,68,5.8,yes
City_1347,30,37,0.15,08-09-2003,41,18.7,no
City_1348,28,67,0.66,09-09-2003,77,13.8,yes
City_1349,21,59,0.31,10-09-2003,34,4.5,no
City_1350,31,49,0.04,11-09-2003,31,12.3,no
City_1351,22,62,0.16,12-09-2003,83,17.4,no
City_1352,22,59,0.93,13-09-2003,45,14,no
City_1353,20,53,0.86,14-09-2003,84,5,yes
City_1354,27,40,0.26,15-09-2003,59,13,no
City_1355,41,29,0.78,16-09-2003,76,12.4,yes
City_1356,47,50,0.62,17-09-2003,72,16.4,yes
City_1357,48,65,0.96,18-09-2003,67,3.6,yes
City_1358,27,29,0.39,19-09-2003,74,14,no
City_1359,30,29,0.69,20-09-2003,80,0.6,yes
City_1360,28,49,0.1,21-09-2003,71,14,no
City_1361,24,43,0.42,22-09-2003,53,19.2,no
City_1362,33,45,0.96,23-09-2003,80,3.6,yes
City_1363,47,50,0.55,24-09-2003,59,6.3,no
City_1364,49,66,0.31,25-09-2003,66,11.7,no
City_1365,22,63,0.15,26-09-2003,86,14.7,no
City_1366,40,44,0.71,27-09-2003,88,7,yes
City_1367,24,36,0.65,28-09-2003,82,13.3,yes
City_1368,24,45,0.4,29-09-2003,68,18,no
City_1369,38,45,0.94,30-09-2003,40,14.6,no
City_1370,46,54,0.06,01-10-2003,43,14.2,no
City_1371,33,41,0.33,02-10-2003,52,7.7,no
City_1372,45,45,0.92,03-10-2003,82,18.2,yes
City_1373,49,66,0.34,04-10-2003,45,5.6,no
City_1374,23,45,0.28,05-10-2003,79,4.2,no
City_1375,44,42,0.55,06-10-2003,50,7.3,no
City_1376,32,34,0.82,07-10-2003,84,13,yes
City_1377,29,63,0.14,08-10-2003,84,17.2,no
City_1378,44,42,0.94,09-10-2003,33,2.7,no
City_1379,37,36,0.8,10-10-2003,62,16.3,yes
City_1380,27,43,0.21,11-10-2003,83,16.3,no
City_1381,27,55,0.72,12-10-2003,76,11.8,yes
City_1382,26,41,0.41,13-10-2003,43,15.2,no
City_1383,27,59,0.42,14-10-2003,48,3.7,no
City_1384,33,63,0.78,15-10-2003,88,3.5,yes
City_1385,38,34,0.95,16-10-2003,34,17.3,no
City_1386,48,33,0.16,17-10-2003,65,10,no
City_1387,25,50,0.44,18-10-2003,60,5,no
City_1388,20,51,0.5,19-10-2003,74,13.8,no
City_1389,42,53,0.4,20-10-2003,47,17.8,no
City_1390,34,62,0.39,21-10-2003,73,12.7,no
City_1391,20,54,0.09,22-10-2003,60,7,no
City_1392,44,33,0.69,23-10-2003,84,9.7,yes
City_1393,36,54,0.45,24-10-2003,59,15.1,no
City_1394,20,48,0.23,25-10-2003,50,1.4,no
City_1395,34,34,0.82,26-10-2003,76,4.4,yes
City_1396,42,34,0.8,27-10-2003,59,9.3,no
City_1397,21,46,0.5,28-10-2003,84,12.1,no
City_1398,33,32,0.32,29-10-2003,70,6.8,no
City_1399,40,45,0.65,30-10-2003,33,6,no
City_1400,27,42,0.31,31-10-2003,34,0.9,no
City_1401,27,42,0.26,01-11-2003,70,0.7,no
City_1402,38,41,0.73,02-11-2003,74,5.6,yes
City_1403,26,35,0.08,03-11-2003,39,10.7,no
City_1404,38,43,0.13,04-11-2003,56,11.2,no
City_1405,25,47,0.05,05-11-2003,45,9.9,no
City_1406,25,63,0.19,06-11-2003,59,8.3,no
City_1407,22,45,0.11,07-11-2003,42,5.1,no
City_1408,26,63,0.99,08-11-2003,65,8.1,yes
City_1409,38,47,0.31,09-11-2003,50,2.9,no
City_1410,27,48,0.18,10-11-2003,74,2.4,no
City_1411,29,64,0.27,11-11-2003,82,6.1,no
City_1412,39,63,0.93,12-11-2003,69,19.9,yes
City_1413,34,60,0.53,13-11-2003,74,6.6,yes
City_1414,34,52,0.39,14-11-2003,44,18.7,no
City_1415,48,45,0.87,15-11-2003,49,7.9,no
City_1416,20,35,0.42,16-11-2003,49,8.8,no
City_1417,39,29,0.36,17-11-2003,74,16,no
City_1418,49,63,0.24,18-11-2003,84,2,no
City_1419,26,60,0.4,19-11-2003,88,3.7,no
City_1420,46,64,0.34,20-11-2003,34,19.5,no
City_1421,23,41,0.68,21-11-2003,83,10.2,yes
City_1422,48,34,0.32,22-11-2003,83,1,no
City_1423,25,42,0.59,23-11-2003,89,1,yes
City_1424,44,65,0.1,24-11-2003,61,18.2,no
City_1425,20,43,0.22,25-11-2003,35,17.5,no
City_1426,48,32,0.43,26-11-2003,59,9.2,no
City_1427,24,44,0.93,27-11-2003,55,3.3,no
City_1428,46,56,0.4,28-11-2003,66,16.6,no
City_1429,42,44,0.67,29-11-2003,42,6.6,no
City_1430,20,32,0.28,30-11-2003,58,8.4,no
City_1431,49,54,0.16,01-12-2003,34,13.7,no
City_1432,23,56,0.1,02-12-2003,54,7.1,no
City_1433,41,60,0.33,03-12-2003,42,12.6,no
City_1434,21,30,0.19,04-12-2003,53,17.7,no
City_1435,29,59,0.21,05-12-2003,60,16,no
City_1436,24,31,0.76,06-12-2003,49,7.7,no
City_1437,46,36,0.06,07-12-2003,84,5.8,no
City_1438,29,52,0.57,08-12-2003,37,5.8,no
City_1439,20,43,0.4,09-12-2003,89,7,no
City_1440,41,59,0.52,10-12-2003,38,9.9,no
City_1441,25,37,0.57,11-12-2003,50,8.4,no
City_1442,32,67,0.34,12-12-2003,80,2.7,no
City_1443,34,30,0.32,13-12-2003,49,3.4,no
City_1444,23,36,0.74,14-12-2003,44,6.9,no
City_1445,32,35,0.87,15-12-2003,55,11.3,no
City_1446,43,67,0.22,16-12-2003,83,11.9,no
City_1447,39,44,0.13,17-12-2003,71,9.8,no
City_1448,43,63,0.89,18-12-2003,40,14.8,no
City_1449,34,58,0.37,19-12-2003,66,14.8,no
City_1450,48,38,0.56,20-12-2003,70,8.6,yes
City_1451,27,66,0.38,21-12-2003,40,2.6,no
City_1452,24,46,0.16,22-12-2003,56,10.7,no
City_1453,48,33,0.6,23-12-2003,59,7.7,no
City_1454,34,57,0.54,24-12-2003,48,2.8,no
City_1455,23,67,0.23,25-12-2003,63,19.6,no
City_1456,31,62,0.47,26-12-2003,67,7.5,no
City_1457,32,51,0.8,27-12-2003,52,12.6,no
City_1458,21,33,0.6,28-12-2003,82,9.9,yes
City_1459,46,58,0.13,29-12-2003,30,2.9,no
City_1460,38,34,0.56,30-12-2003,32,1.2,no
City_1461,38,32,0.71,31-12-2003,32,12.6,no
City_1462,23,57,0.79,01-01-2004,57,5,no
City_1463,23,51,0.64,02-01-2004,43,4.9,no
City_1464,45,34,0.19,03-01-2004,81,19.1,no
City_1465,30,60,0.71,04-01-2004,59,9.3,no
City_1466,46,46,0.68,05-01-2004,87,0.7,yes
City_1467,24,43,0.06,06-01-2004,83,6.9,no
City_1468,39,60,0.43,07-01-2004,34,11.7,no
City_1469,30,37,0.36,08-01-2004,78,6.6,no
City_1470,49,65,0.68,09-01-2004,44,0.6,no
City_1471,29,38,0.25,10-01-2004,67,8.9,no
City_1472,27,48,0.6,11-01-2004,43,2.2,no
City_1473,25,34,0.91,12-01-2004,43,12.4,no
City_1474,25,31,0.8,13-01-2004,86,12.4,yes
City_1475,27,39,0.92,14-01-2004,88,0.9,yes
City_1476,42,45,0.97,15-01-2004,78,5.9,yes
City_1477,34,60,0.05,16-01-2004,37,8.3,no
City_1478,45,32,0.63,17-01-2004,37,11.1,no
City_1479,33,32,0.43,18-01-2004,48,6,no
City_1480,30,45,0.86,19-01-2004,61,5.8,yes
City_1481,31,47,0.28,20-01-2004,60,19.7,no
City_1482,45,33,0.97,21-01-2004,58,0.9,no
City_1483,32,60,0.62,22-01-2004,70,19.8,yes
City_1484,27,50,0.79,23-01-2004,40,1.1,no
City_1485,49,34,0.12,24-01-2004,74,5.8,no
City_1486,37,63,0.21,25-01-2004,42,9.9,no
City_1487,44,50,0.76,26-01-2004,56,3,no
City_1488,20,29,0.06,27-01-2004,85,2.8,no
City_1489,34,48,0.82,28-01-2004,48,5.2,no
City_1490,27,50,0.05,29-01-2004,55,19.5,no
City_1491,47,39,0.66,30-01-2004,82,7.7,yes
City_1492,30,41,0.39,31-01-2004,80,11.4,no
City_1493,31,31,0.62,01-02-2004,66,14.1,yes
City_1494,31,37,0.7,02-02-2004,77,14.9,yes
City_1495,23,40,0.37,03-02-2004,38,13.8,no
City_1496,35,51,0.14,04-02-2004,57,6.8,no
City_1497,23,42,0.11,05-02-2004,61,2.3,no
City_1498,24,61,0.6,06-02-2004,81,5.7,yes
City_1499,43,46,0.53,07-02-2004,83,4.3,yes
City_1500,24,37,0.75,08-02-2004,32,2.8,no
City_1501,27,51,0.52,09-02-2004,80,0.6,yes
City_1502,29,38,0.44,10-02-2004,61,18.7,no
City_1503,36,47,0.42,11-02-2004,34,18.4,no
City_1504,47,33,0.07,12-02-2004,37,1.1,no
City_1505,45,51,0.36,13-02-2004,43,3.5,no
City_1506,28,58,0.97,14-02-2004,85,2.9,yes
City_1507,41,53,0.87,15-02-2004,32,5.7,no
City_1508,38,56,0.35,16-02-2004,53,4.2,no
City_1509,48,62,0.6,17-02-2004,42,18.9,no
City_1510,33,53,0.84,18-02-2004,72,1.8,yes
City_1511,27,38,0.46,19-02-2004,58,4.3,no
City_1512,28,42,0.06,20-02-2004,37,1.7,no
City_1513,41,58,0.11,21-02-2004,80,19.6,no
City_1514,30,53,0.52,22-02-2004,71,18.4,yes
City_1515,42,42,0.96,23-02-2004,60,14.4,no
City_1516,20,63,0.7,24-02-2004,55,8.6,no
City_1517,33,62,0.11,25-02-2004,47,3.9,no
City_1518,24,38,0.22,26-02-2004,87,4.5,no
City_1519,40,63,0.77,27-02-2004,47,8.9,no
City_1520,45,39,0.84,28-02-2004,86,15.4,yes
City_1521,33,39,0.63,29-02-2004,36,5.4,no
City_1522,23,49,0.65,01-03-2004,77,6.3,yes
City_1523,41,49,0.07,02-03-2004,67,12,no
City_1524,42,50,0.83,03-03-2004,77,4.8,yes
City_1525,44,35,0.79,04-03-2004,45,11.7,no
City_1526,20,45,0.29,05-03-2004,84,7.8,no
City_1527,41,30,0.71,06-03-2004,85,0.8,yes
City_1528,42,40,0.24,07-03-2004,89,8.1,no
City_1529,38,46,0.08,08-03-2004,62,18.4,no
City_1530,27,39,0.23,09-03-2004,85,5.9,no
City_1531,34,44,0.21,10-03-2004,80,6.5,no
City_1532,40,46,0.36,11-03-2004,32,1.4,no
City_1533,34,63,0.44,12-03-2004,67,12.3,no
City_1534,28,54,0.52,13-03-2004,33,17,no
City_1535,40,44,0.49,14-03-2004,65,7.1,no
City_1536,28,34,0.3,15-03-2004,33,4.9,no
City_1537,29,40,0.07,16-03-2004,71,19.1,no
City_1538,39,41,0.61,17-03-2004,38,14.9,no
City_1539,44,32,0.42,18-03-2004,69,11.4,no
City_1540,40,67,0.32,19-03-2004,80,6.2,no
City_1541,45,30,0.86,20-03-2004,46,4.5,no
City_1542,28,54,0.75,21-03-2004,46,14.3,no
City_1543,22,55,0.85,22-03-2004,62,10.5,yes
City_1544,39,55,0.51,23-03-2004,49,10.5,no
City_1545,44,43,0.16,24-03-2004,43,1.6,no
City_1546,45,36,0.7,25-03-2004,51,10.3,no
City_1547,30,35,0.24,26-03-2004,81,16.5,no
City_1548,25,40,0.46,27-03-2004,56,18.9,no
City_1549,21,41,0.1,28-03-2004,72,2.2,no
City_1550,26,45,0.82,29-03-2004,32,12.7,no
City_1551,37,45,0.16,30-03-2004,53,11.4,no
City_1552,46,64,0.9,31-03-2004,59,17.8,no
City_1553,21,49,0.86,01-04-2004,37,15,no
City_1554,46,36,0.48,02-04-2004,51,19.3,no
City_1555,36,33,0.75,03-04-2004,54,19.2,no
City_1556,30,54,0.63,04-04-2004,89,4.6,yes
City_1557,46,44,0.8,05-04-2004,39,14.5,no
City_1558,31,64,0.45,06-04-2004,78,10.7,no
City_1559,46,56,0.79,07-04-2004,58,4.4,no
City_1560,38,57,0.48,08-04-2004,69,4,no
City_1561,41,40,0.93,09-04-2004,83,1.7,yes
City_1562,43,65,0.5,10-04-2004,30,15.9,no
City_1563,44,58,0.48,11-04-2004,81,6.6,no
City_1564,26,51,0.79,12-04-2004,50,17.2,no
City_1565,39,44,0.82,13-04-2004,68,12.2,yes
City_1566,25,42,0.57,14-04-2004,53,13.5,no
City_1567,40,38,0.21,15-04-2004,38,5.9,no
City_1568,43,35,0.48,16-04-2004,89,9.2,no
City_1569,20,65,0.96,17-04-2004,73,8.3,yes
City_1570,36,57,0.76,18-04-2004,83,4.8,yes
City_1571,48,31,0.81,19-04-2004,55,16.7,no
City_1572,30,43,0.07,20-04-2004,38,12.5,no
City_1573,41,64,0.48,21-04-2004,49,0.8,no
City_1574,45,47,0.65,22-04-2004,85,16.4,yes
City_1575,47,41,0.83,23-04-2004,64,2.2,yes
City_1576,37,49,0.09,24-04-2004,65,8.1,no
City_1577,40,65,0.85,25-04-2004,71,11.5,yes
City_1578,36,55,0.56,26-04-2004,65,0.3,yes
City_1579,26,57,0.23,27-04-2004,83,13.1,no
City_1580,36,48,0.34,28-04-2004,38,13.2,no
City_1581,39,53,0.31,29-04-2004,51,13.1,no
City_1582,28,34,0.54,30-04-2004,30,3.4,no
City_1583,36,64,0.09,01-05-2004,34,5.2,no
City_1584,39,30,0.19,02-05-2004,38,5,no
City_1585,41,50,0.81,03-05-2004,66,19.2,yes
City_1586,41,60,0.17,04-05-2004,67,1.4,no
City_1587,47,44,0.26,05-05-2004,48,8.6,no
City_1588,48,46,0.47,06-05-2004,37,17.4,no
City_1589,27,33,0.53,07-05-2004,71,15.4,yes
City_1590,36,64,0.77,08-05-2004,72,16.5,yes
City_1591,26,58,0.46,09-05-2004,61,19.4,no
City_1592,20,47,0.79,10-05-2004,42,7.8,no
City_1593,32,51,0.63,11-05-2004,49,6.3,no
City_1594,49,62,0.15,12-05-2004,65,0.7,no
City_1595,42,41,0.19,13-05-2004,72,3.1,no
City_1596,38,57,0.46,14-05-2004,73,11.3,no
City_1597,46,64,0.42,15-05-2004,66,3.2,no
City_1598,43,50,0.75,16-05-2004,59,14.8,no
City_1599,38,64,0.59,17-05-2004,39,0.8,no
City_1600,49,37,0.41,18-05-2004,60,5.3,no
City_1601,49,67,0.2,19-05-2004,54,13.9,no
City_1602,48,47,0.26,20-05-2004,58,5.2,no
City_1603,36,66,0.59,21-05-2004,53,14.6,no
City_1604,32,34,0.44,22-05-2004,68,19.9,no
City_1605,48,43,0.53,23-05-2004,50,16,no
City_1606,49,48,0.2,24-05-2004,70,6.9,no
City_1607,35,37,0.67,25-05-2004,38,18,no
City_1608,27,60,0.85,26-05-2004,71,1.1,yes
City_1609,38,32,0.29,27-05-2004,71,14.5,no
City_1610,37,46,0.51,28-05-2004,31,0.6,no
City_1611,20,33,0.97,29-05-2004,33,3.6,no
City_1612,33,48,0.36,30-05-2004,37,19.8,no
City_1613,38,51,0.61,31-05-2004,61,7.3,yes
City_1614,34,39,0.13,01-06-2004,43,16.4,no
City_1615,37,65,0.62,02-06-2004,78,7.6,yes
City_1616,21,50,0.13,03-06-2004,42,16.8,no
City_1617,41,32,0.95,04-06-2004,50,19.3,no
City_1618,47,57,0.72,05-06-2004,53,8.8,no
City_1619,36,62,0.79,06-06-2004,79,11.2,yes
City_1620,37,41,0.71,07-06-2004,47,12.6,no
City_1621,49,37,0.6,08-06-2004,74,18.7,yes
City_1622,25,59,0.47,09-06-2004,69,5.2,no
City_1623,38,35,0.86,10-06-2004,55,12.3,no
City_1624,23,32,0.95,11-06-2004,61,6.6,yes
City_1625,20,47,0.51,12-06-2004,73,4.4,yes
City_1626,27,58,0.92,13-06-2004,86,1.8,yes
City_1627,48,59,0.59,14-06-2004,84,12.5,yes
City_1628,42,63,0.55,15-06-2004,85,17.7,yes
City_1629,26,49,0.47,16-06-2004,82,7.1,no
City_1630,22,59,0.24,17-06-2004,62,11.1,no
City_1631,29,47,0.04,18-06-2004,81,12.9,no
City_1632,29,59,0.27,19-06-2004,60,8.4,no
City_1633,38,60,0.52,20-06-2004,47,18.1,no
City_1634,33,30,0.4,21-06-2004,64,7.3,no
City_1635,21,38,0.47,22-06-2004,41,2.6,no
City_1636,47,30,0.97,23-06-2004,80,3,yes
City_1637,20,30,0.37,24-06-2004,54,17.8,no
City_1638,42,52,0.47,25-06-2004,74,19.8,no
City_1639,42,45,0.17,26-06-2004,60,5.8,no
City_1640,47,60,0.09,27-06-2004,39,3,no
City_1641,37,44,0.78,28-06-2004,76,9.7,yes
City_1642,26,44,0.58,29-06-2004,81,14.2,yes
City_1643,48,67,0.76,30-06-2004,63,12.3,yes
City_1644,27,59,0.18,01-07-2004,80,19,no
City_1645,20,52,0.58,02-07-2004,32,16.4,no
City_1646,44,29,0.28,03-07-2004,75,17.4,no
City_1647,42,39,0.26,04-07-2004,68,10.9,no
City_1648,22,49,0.05,05-07-2004,37,6.6,no
City_1649,43,32,0.16,06-07-2004,61,14.1,no
City_1650,42,35,0.33,07-07-2004,72,8.8,no
City_1651,46,54,0.15,08-07-2004,58,5.8,no
City_1652,48,40,0.98,09-07-2004,51,3.1,no
City_1653,27,59,0.33,10-07-2004,49,10.6,no
City_1654,41,45,0.16,11-07-2004,35,11.9,no
City_1655,44,61,0.23,12-07-2004,72,11.4,no
City_1656,34,39,0.6,13-07-2004,78,2.4,yes
City_1657,24,56,0.1,14-07-2004,58,11.4,no
City_1658,22,60,0.86,15-07-2004,71,3.5,yes
City_1659,38,29,0.95,16-07-2004,85,13.3,yes
City_1660,20,56,0.27,17-07-2004,46,8.6,no
City_1661,47,35,0.47,18-07-2004,60,17,no
City_1662,34,30,0.06,19-07-2004,82,15.6,no
City_1663,27,52,0.65,20-07-2004,63,14.5,yes
City_1664,21,32,0.43,21-07-2004,67,14,no
City_1665,22,47,0.3,22-07-2004,86,11.3,no
City_1666,43,54,0.24,23-07-2004,66,1.3,no
City_1667,33,39,0.66,24-07-2004,33,13.1,no
City_1668,43,39,0.44,25-07-2004,31,9.4,no
City_1669,33,31,0.21,26-07-2004,41,9.4,no
City_1670,30,40,0.69,27-07-2004,64,7.6,yes
City_1671,35,31,0.58,28-07-2004,35,18.6,no
City_1672,23,55,0.86,29-07-2004,85,5.1,yes
City_1673,39,30,0.15,30-07-2004,75,6.4,no
City_1674,24,44,0.79,31-07-2004,37,19.3,no
City_1675,41,30,0.68,01-08-2004,50,16.2,no
City_1676,40,58,0.15,02-08-2004,82,0.4,no
City_1677,33,48,0.7,03-08-2004,87,18.1,yes
City_1678,42,66,0.46,04-08-2004,75,4.6,no
City_1679,35,56,0.94,05-08-2004,64,14.1,yes
City_1680,37,53,0.17,06-08-2004,77,11.1,no
City_1681,26,60,0.65,07-08-2004,44,10.8,no
City_1682,29,38,0.4,08-08-2004,36,14.4,no
City_1683,26,61,0.95,09-08-2004,44,4.2,no
City_1684,20,41,0.35,10-08-2004,74,3.3,no
City_1685,42,65,0.95,11-08-2004,35,13.1,no
City_1686,40,44,0.9,12-08-2004,76,5.9,yes
City_1687,38,50,0.3,13-08-2004,46,19.5,no
City_1688,35,48,0.8,14-08-2004,33,9.1,no
City_1689,48,55,0.99,15-08-2004,51,2.3,no
City_1690,38,44,0.28,16-08-2004,61,13.7,no
City_1691,23,62,0.45,17-08-2004,88,6.2,no
City_1692,48,60,0.53,18-08-2004,51,3.1,no
City_1693,47,54,0.32,19-08-2004,56,8.5,no
City_1694,37,53,0.05,20-08-2004,75,19.3,no
City_1695,21,30,0.25,21-08-2004,44,8.3,no
City_1696,20,40,0.31,22-08-2004,89,7,no
City_1697,34,37,0.46,23-08-2004,73,8.9,no
City_1698,24,40,0.2,24-08-2004,80,0.3,no
City_1699,39,54,0.87,25-08-2004,51,2.7,no
City_1700,30,37,0.71,26-08-2004,57,17,no
City_1701,29,38,0.12,27-08-2004,71,19.6,no
City_1702,21,60,0.66,28-08-2004,67,3.2,yes
City_1703,22,62,0.66,29-08-2004,89,10.8,yes
City_1704,42,48,0.95,30-08-2004,86,19.3,yes
City_1705,42,67,0.04,31-08-2004,38,3.2,no
City_1706,31,30,0.28,01-09-2004,63,3.8,no
City_1707,39,29,0.92,02-09-2004,65,18.5,yes
City_1708,24,64,0.93,03-09-2004,38,14.1,no
City_1709,24,52,0.72,04-09-2004,44,3.1,no
City_1710,25,55,0.77,05-09-2004,74,7.9,yes
City_1711,49,30,0.13,06-09-2004,49,1.2,no
City_1712,28,59,0.53,07-09-2004,37,8.7,no
City_1713,21,42,0.26,08-09-2004,87,15.6,no
City_1714,40,30,0.21,09-09-2004,57,11.1,no
City_1715,31,57,0.81,10-09-2004,80,13,yes
City_1716,22,43,0.17,11-09-2004,48,6.6,no
City_1717,39,40,0.49,12-09-2004,86,3.3,no
City_1718,45,65,0.93,13-09-2004,45,0.4,no
City_1719,41,56,0.22,14-09-2004,40,16.4,no
City_1720,31,48,0.97,15-09-2004,71,12.8,yes
City_1721,43,67,0.98,16-09-2004,37,4.7,no
City_1722,36,52,0.57,17-09-2004,62,8.4,yes
City_1723,29,49,0.2,18-09-2004,39,16,no
City_1724,49,38,0.34,19-09-2004,47,10.8,no
City_1725,43,42,0.44,20-09-2004,64,6.1,no
City_1726,46,65,0.33,21-09-2004,72,5.4,no
City_1727,33,46,0.31,22-09-2004,79,4.4,no
City_1728,42,52,0.96,23-09-2004,32,16.5,no
City_1729,36,42,0.19,24-09-2004,69,11.7,no
City_1730,37,62,0.74,25-09-2004,56,14.2,no
City_1731,38,40,0.04,26-09-2004,88,17.2,no
City_1732,36,50,0.61,27-09-2004,57,19.7,no
City_1733,33,34,0.91,28-09-2004,75,5.1,yes
City_1734,28,64,0.31,29-09-2004,35,3.7,no
City_1735,27,64,0.22,30-09-2004,76,9.3,no
City_1736,21,50,0.66,01-10-2004,43,0.8,no
City_1737,32,42,0.72,02-10-2004,36,15.9,no
City_1738,44,44,0.69,03-10-2004,39,17.7,no
City_1739,26,64,0.34,04-10-2004,44,13.8,no
City_1740,28,53,0.28,05-10-2004,60,5.4,no
